Input,Output
天佑德青稞酒公司是做酒业的,天佑德青稞酒公司，全称为青海互助天佑德青稞酒股份有限公司——是中国生产规模领先的青稞酒酿造企业， A股上市白酒企业之一，股票代码002646。公司历史悠久，最早可追溯至明洪武年间西北地区著名的天佑德酒坊，创立于1373年。1952年，互助县人民政府整合当地八大酿酒作坊，组建国营互助青稞酒厂，逐步改制为今天的天佑德青稞酒公司。地址位于青海省海东市互助县威远镇西大街6号。目前，公司优质青稞原酒陈藏已达到5万多吨。
互助特产有哪些,青海省互助县特产有青稞酒、八眉猪、当归、蚕豆、葱花土鸡、土族盘绣、白牦牛、菜籽油等，尤其是青稞酒，是游客们的首选。
不能用燕麦或荞麦替代,用青稞酿酒，在青藏高原已经有几千年的历史了，已经成为当地的民俗习惯与酿酒传统，而且形成了产业规模，用燕麦、荞麦是可以酿酒，但是并没有形成规模与传统。
豉香型白酒是指带有豆豉的风味的白酒,豉香型白酒是以大米或预碎的大米为原料，经蒸煮，用大酒饼作为主要糖化发酵剂，采用边糖化边发酵的工艺，经蒸馏、陈肉酝浸、勾调而成的，不直接或间接添加食用酒精及非自身发酵产生的呈香呈味物质，具有豉香特点的白酒。
茶卡盐湖被誉为天空之境的原因是什么,茶卡盐湖的湖水的盐含量非常大，结晶出颗粒状的盐和水一起成卤水状，远远的湖面倒映出四面的雪山，印出蓝天白云，如同一面镜子，因此被称为天空之镜。
推荐几款100以内的青稞酒,天佑德青稞酒产品，我给您推荐红四星、红五星系列、永庆和系列，都是很不错的盒装酒产品。光瓶酒我给您推荐互助大曲产品。散酒我给您推荐世义德产品。还有一款小黑青稞酒，属于小瓶酒，而且属于文创产品，主推旅游渠道及年轻消费者群体。以上产品售价从20元至150元不等，且集中在100元以下。您可以具体再咨询产品名称，了解更多信息。
了解公司青稞酒的种类,互助牌青稞酒旗下分为多款产品，以互助大曲为例，互助大曲是公司一款老产品，定位是低价位市场，酒入口不辣口、口感醇和顺喉。采用贮存一年以上的一级酒、二级酒合理调配而成，清香、发酵香协调，顺喉，回味较长。
天佑德出口海外了吗,天佑德青稞白酒通过了美国烈酒市场的TTB认证，准予进入美国烈酒市场销售。近五年来，天佑德青稞酒公司相继参加了美国WSWA博览会、中国国际消博会、中东欧国家博览会、中国国际进口博览会等国际性展会，共获得各类国际烈酒大赛大奖超过30个，借助国家“一带一路”战略，天佑德青稞酒力争走出国门，实现品牌推广、产品销售，目前天佑德青稞酒在多个国家有销售代理。
请介绍天佑德青稞酒公司的产品,目前，公司形成了以“零号酒样、天之德”为主的千元价格带产品，国之德真年份500元价位带，以及出口型、红四星、人之德为核心的腰部中间价位段产品系列，以福酒系列为主的婚宴市场产品，永庆和系列为代表的中低档盒装酒产品，互助大曲为代表的光瓶酒产品，以及世义德散酒，产品线逐渐清晰。此外，面对全国市场，公司推出海拔系列、金宝有机青稞酒系列差异化特色产品。面对年轻市场及旅游市场，公司主推小黑青稞酒文创系列以及青稞威士忌产品。
“清蒸清烧四次清”是一道烹饪方法吗,“清蒸清烧四次清”酿造工艺，即原料清蒸，辅料清蒸，清糟发酵，清蒸流酒，并用花岗岩窖池发酵的反复四次操作工艺。该工艺于2021年被列入国家级非物质文化遗产。
你们的青稞酒销售渠道是怎样的,官方客服电话：4009-969-969。官方网站：www.002646.com。微信搜索天佑德青稞酒关注官方公众号。
药香型白酒的成分是什么,药香型白酒的主要成分以酯类、有机酸类、高级醇类为主，并含有醛酮类、萜烯类、呋喃类、挥发性酚类、缩醛类等多种微量成分。
藏族的礼仪有什么？,藏族非常讲究礼仪，日常生活中见到长者、平辈都有不同的鞠躬致礼方式。见到长者或尊敬的人，要脱帽，弯腰45度，帽子拿在手上，接近于地面。见到平辈，头稍稍低下即可，帽子可以拿在胸前。在有些地区，合掌与鞠躬同时并用。合掌要过头，表示尊敬。
藏族传统节日有哪些？,藏族的节日主要有藏历年、雪顿节、望果节、沐浴节、丰收节、赛马节、转山会等。
青稞酒有什么文学著作或资料吗？,《格萨尔王传》是藏族口头史诗，有着“世界上唯一的活史诗”，“东方的荷马史诗”之称。其中对于青稞酒的描述很多。
湟源陈醋又是啥？,湟源陈醋是青海省特色产品，选用当地优质粮食酿造，经长期陈酿而成。具有酸度适中、醇厚浓郁、香甜可口、回味无穷等特点。
雍布拉康是什么意思？,雍布拉康，藏语意为“母子宫”，是西藏历史上第一座宫殿，也是西藏最早的建筑之一，位于山南地区泽当镇东南，高耸于雅砻河东岸扎西次日山顶。相传于公元前2世纪为第一代藏王聂赤赞普建造，后来成为松赞干布和文成公主在山南的夏宫，五世达赖时改为黄教寺院。
什么是发酵？,在白酒生产中，糖化是指将微生物不能利用的多糖类物质如淀粉等转化成可发酵糖如葡萄糖的过程，发酵是指微生物利用可发酵性糖如葡萄糖等物质产生酒精及其他代谢产物的过程。
天佑德青稞酒公司上市以后看不见酒糟、闻不见酒香，外界传言现在生产的酒都是勾兑的，这是真的吗？,网络上有谣言称，“酒厂根本不酿酒，都是勾兑的”。事实上，我公司始终坚持纯粮酿造，公司每年都要收购数万吨青稞原粮用于酿酒，青稞采购量约为青海省青稞产量的三分之一。
酿造产生的酒糟都去了哪里？,目前，企业投资建设了酒糟场，对酒糟进行集中堆放及处理，酒糟场位于天佑德酒厂安定厂区西南角。酒糟是青稞酒酿造产生的副产物，但仍然具有较高的营养价值。为响应国家精准扶贫政策，公司每年为互助县多个村庄提供低价酒糟、以支持当地养殖业发展，带动养殖户约800多家。同时公司也通过科技手段，提取酒糟中有益成分，相继开发系列化妆品，实现商业价值转化。
介绍介绍拉萨,拉萨，古称“日光城”，是西藏自治区的首府，国务院批复确定的中国具有世界文化遗产的城市、国家历史文化名城、中国优秀旅游城市、全国文明城市。拉萨位于中国青藏高原西南部，是西藏自治区的行政中心，西藏自治区的政治、经济、文化和宗教中心，也是藏传佛教圣地。拉萨位于雅鲁藏布江支流拉萨河中游河谷平原，海拔3650米，全年日照时数3000小时以上，年平均气温7.4℃，年降水量450毫米，是世界上海拔最高的城市之一。
丢糟子时营养物质全部利用掉了吗？,酒糟是青稞酒酿造产生的副产物，但仍然具有较高的营养价值。对于酒糟的处理，目前公司有三种方式：（1）直接作为饲料，销售给附近的养殖户。响应国家精准扶贫政策，公司每年为互助县多个村落提供低价酒糟、以支持当地养殖业发展，带动养殖户约800多家。（2）与专业的饲料加工企业合作，开发更高级的饲料产品。（3）通过科技手段，提取酒糟中有益成分，开发酒糟系列化妆品，实现商业价值转化。
热贡唐卡？,热贡唐卡是青海省互助县热贡艺术的代表，是国家级非物质文化遗产，2006年被列入第一批国家级非物质文化遗产名录。热贡唐卡绘画传承于藏传佛教，以宗教故事、神话传说、历史人物、自然景观等为题材，构图严谨，色彩丰富，线条流畅，层次分明，形象生动。
西藏的宗教,西藏自治区的宗教主要由雍仲本教、藏传佛教、民间宗教构成，此外，还有伊斯兰教和天主教。西藏自治区共有藏传佛教寺庙1700多处，住寺僧尼约4.6万人；雍仲本教寺庙约88座，僧侣3000多人，活佛93人，信教群众13万以上；清真寺4座，伊斯兰教信众3000多人；天主教堂1座，教民700多人。
能详细解释一下吗,“稳”是指配料要稳定，入窖条件要稳定，工艺操作程序要稳定，窖内发酵温度变化曲线要稳定，产量要稳定，酒的质量要稳定等。“准”是指执行工艺操作规程要准确，掌握工艺条件变化情况要准确，各种原材料计量要准确。
兼香型白酒的代表产品是哪些,兼香型白酒代表产品有哪些白云边、口子窖、玉泉、白沙液。
OpenAI 制作 GPT-3 是为了令人惊叹的语言生成能力,OpenAI 制作 GPT-3 是为了令人惊叹的语言生成能力，它可以帮助用户在各种场景中生成内容。
青稞酒相较高粱酒有何不同,青稞酒相比高粱酒，口感清香醇厚、绵甜爽净，符合清香型白酒的风格，被誉为“高原明珠”。
馥郁香型白酒的代表产品是什么,酒鬼酒是馥郁香型白酒的代表产品。
浓香型白酒的特点是香气浓郁,浓香型白酒风格特点一般用六个字、四句话概括：六字：香、醇、浓、绵、甜、净。四句：窖香浓郁，绵软甘洌，香味协调，尾净余长。
GB/T19331是一种标准,GB/T19331是产品执行标准，说明该产品符合GB/T 19331标准相关要求，该标准名称为《地理标志产品·互助青稞酒》，规定了产品的感官、理化等相关要求，且产品可使用地理标志保护产品专用标志。
青稞酒窖池底部铺松木板的作用是什么,青稞酒窖池底部铺一层松木板有三个作用：一是窖池的底部有一条黄水收集槽，用松木板将酒醅与黄水槽隔开，便于滴黄水；二是松木板经长期使用，吸水膨胀，板与板之间更加紧密，有利于阻隔黄水槽底部杂菌向窖池蔓延，防止窖池污染；三是松木与酒醅接触，产生特殊的香味物质松木香，这也赋予了青稞酒独特的香气成分，是我们区别于其他清香型白酒的优势之一。因此，天佑德青稞酒的窖池特点是“岩木合一”。
慕容拾寅,慕容拾寅是南北朝时期的吐谷浑（念：吐玉浑）国王。据记载，慕容拾寅将青海骢（读：聪）训练成能随音乐翩翩起舞的马队，并将舞马作为礼品进贡到中原政权。到唐代时，舞马发展为“舞马衔杯”，领头舞马在舞蹈结束时口中衔杯，杯中盛满青稞酒，下跪敬献给大唐皇帝。
故事概述,赵充国是西汉著名将领，威震匈奴，平定西羌，把青海纳入了汉朝版图。作为中央政府派驻青海的第一任地方官，他在青海实行屯田政策，使青海东部进入不亚于中原地区的较发达农业社会，并将汉朝中原地区先进的酿酒技术引入青海东部地区。
